time	accelerometer_x	accelerometer_y	accelerometer_z	gyroscope_x	gyroscope_y	gyroscope_z
1416	-1552	-593	1136	194	-122	68
1421	-1752	-203	1146	194	-122	68
1426	-1757	-563	1332	194	-122	68
1431	-1639	-711	1440	680	-310	152
1436	-1733	-585	1202	680	-310	152
1441	-1648	-613	911	680	-310	152
1446	-1594	-625	713	680	-310	152
1451	-1586	-558	833	680	-310	152
1456	-1705	-191	909	680	-310	152
1461	-1602	-324	565	409	-300	67
1466	-1523	-542	943	409	-300	67
1471	-1518	-438	1511	409	-300	67
1476	-1831	-188	1268	409	-300	67
1481	-1764	-478	1293	409	-300	67
1486	-1545	-361	1138	409	-300	67
1491	-1575	-530	955	1367	-653	702
1496	-1571	-509	789	1367	-653	702
1501	-1519	-442	796	1367	-653	702
1506	-1491	-421	786	1367	-653	702
1511	-1465	-415	790	1367	-653	702
1516	-1460	-373	1051	1367	-653	702
1521	-1452	-250	1283	1515	-253	509
1526	-1498	-149	1381	1515	-253	509
1531	-1415	-118	1351	1515	-253	509
1536	-1443	-39	1247	1515	-253	509
1541	-1521	13	1205	1515	-253	509
1546	-1564	132	1227	1515	-253	509
1551	-1548	113	1096	1515	-253	509
1556	-1660	138	974	1210	-274	449
1561	-1655	157	1275	1210	-274	449
1566	-1644	121	1381	1210	-274	449
1571	-1617	207	1417	1210	-274	449
1576	-1570	155	1284	1210	-274	449
1581	-1561	23	1266	1210	-274	449
1586	-1525	-25	1115	1149	-303	686
1591	-1503	-29	1046	1149	-303	686
1596	-1496	51	1088	1149	-303	686
1601	-1488	270	1202	1149	-303	686
1606	-1520	369	1320	1149	-303	686
1611	-1490	335	1276	1149	-303	686
1616	-1494	258	1210	2264	-160	1156
1621	-1457	249	1140	2264	-160	1156
1626	-1525	329	1053	2264	-160	1156
1631	-1389	90	1184	2264	-160	1156
1636	-1415	-28	1101	2264	-160	1156
1641	-1499	140	1034	2264	-160	1156
1646	-1379	479	1121	1983	-98	1136
1651	-1517	554	1378	1983	-98	1136
1656	-1516	1247	1329	1983	-98	1136
1661	-1461	683	1632	1983	-98	1136
1666	-1276	628	1224	1983	-98	1136
1671	-1239	655	993	1983	-98	1136
1676	-1221	667	976	2333	301	757
1681	-1306	941	1056	2333	301	757
1686	-1278	751	1223	2333	301	757
1691	-1219	901	765	2333	301	757
1696	-1039	64	424	2333	301	757
1701	-1194	2168	1239	2333	301	757
1706	-1454	1619	1587	2333	301	757
1711	-1593	1069	949	2611	741	220
1716	-1178	1120	926	2611	741	220
1721	-1295	1324	1072	2611	741	220
1726	-1703	2126	1245	2611	741	220
1731	-1271	1224	1022	2611	741	220
1736	-1326	895	376	2611	741	220
1741	-1303	684	364	600	-76	1041
1746	-918	-70	-121	600	-76	1041
1751	-2371	463	-260	600	-76	1041
1756	-905	1161	757	600	-76	1041
1761	-1073	1641	497	600	-76	1041
1766	-1052	1949	664	600	-76	1041
1771	-1077	1922	459	260	96	297
1776	-1101	2258	651	260	96	297
1781	-1239	2255	662	260	96	297
1786	-1316	2134	524	260	96	297
1791	-1300	2079	495	260	96	297
1796	-1262	1977	462	260	96	297
1801	-1250	1917	485	1127	171	452
1806	-1061	1629	346	1127	171	452
1811	-747	1694	630	1127	171	452
1816	-931	1519	304	1127	171	452
1821	-952	1652	305	1127	171	452
1826	-1107	1595	618	1127	171	452
1831	-419	1687	341	-167	11	875
1836	-1079	1432	512	-167	11	875
1841	-974	1395	560	-167	11	875
1846	-958	1305	557	-167	11	875
1851	-912	1334	494	-167	11	875
1856	-868	1429	382	-167	11	875
1861	-880	1591	321	-167	11	875
1866	-1032	1883	276	167	73	743
1871	-776	2052	361	167	73	743
1876	-1084	2025	317	167	73	743
1881	-1118	1946	384	167	73	743
1886	-1175	1957	464	167	73	743
1891	-946	1852	459	167	73	743
1896	-1093	1967	463	1295	554	291
1901	-1067	1827	389	1295	554	291
1906	-1040	1745	339	1295	554	291
1911	-992	1818	370	1295	554	291
1916	-980	1884	344	1295	554	291
1921	-965	1976	411	1295	554	291
1926	-1012	1975	392	1520	970	468
1931	-1028	1990	366	1520	970	468
1936	-1092	2555	750	1520	970	468
1941	-994	1749	335	1520	970	468
1946	-1026	1836	246	1520	970	468
1951	-1087	1814	288	1520	970	468
1956	-1111	1800	198	2898	1530	565
1961	-996	1755	75	2898	1530	565
1966	-843	1810	-103	2898	1530	565
1971	-760	1705	-182	2898	1530	565
1976	-496	1660	-303	2898	1530	565
1981	-594	1536	-325	2898	1530	565
1986	-599	1760	-343	1211	2003	591
1991	-568	1867	-322	1211	2003	591
1996	-553	1807	-202	1211	2003	591
2001	-482	1675	-163	1211	2003	591
2006	-416	1257	-167	1211	2003	591
2011	-292	1160	-156	1211	2003	591
2016	-635	837	-355	1211	2003	591
2021	-378	729	-471	-1193	2786	1624
2026	-292	1536	336	-1193	2786	1624
2031	-398	1046	-75	-1193	2786	1624
2036	-744	959	442	-1193	2786	1624
2041	-588	844	485	-1193	2786	1624
2046	-38	874	233	-1193	2786	1624
2051	352	967	105	-157	2997	3588
2056	522	960	196	-157	2997	3588
2061	618	833	249	-157	2997	3588
2066	644	829	216	-157	2997	3588
2071	665	871	198	-157	2997	3588
2076	753	968	220	-157	2997	3588
2081	997	908	217	581	2512	5242
2086	1202	874	220	581	2512	5242
2091	1255	1045	542	581	2512	5242
2096	1150	667	374	581	2512	5242
2101	1263	695	-45	581	2512	5242
2106	1551	878	-485	581	2512	5242
2111	1766	1002	-758	1113	2559	3086
2116	1984	1205	-1050	1113	2559	3086
2121	2044	1329	-1211	1113	2559	3086
2126	2538	1673	-1227	1113	2559	3086
2131	2978	2650	-1226	1113	2559	3086
2136	2715	3835	-1606	1113	2559	3086
2141	2459	4910	-2219	2476	1274	-1385
2146	2009	5706	-2406	2476	1274	-1385
2151	2112	5629	-2218	2476	1274	-1385
2156	1999	5120	-1976	2476	1274	-1385
2161	2055	4948	-1765	2476	1274	-1385
2166	2118	4923	-2032	2476	1274	-1385
2171	2162	5261	-2614	2476	1274	-1385
2176	2267	5989	-3147	-291	-2393	-8213
2181	2412	6797	-3814	-291	-2393	-8213
2186	2560	7651	-4152	-291	-2393	-8213
2191	2820	8103	-4097	-291	-2393	-8213
2196	3026	8042	-3659	-291	-2393	-8213
2201	3307	7918	-3360	-291	-2393	-8213
2206	3594	8078	-3556	-4516	-3669	-14781
2211	4110	7669	-3763	-4516	-3669	-14781
2216	4604	6868	-3904	-4516	-3669	-14781
2221	4988	5774	-3574	-4516	-3669	-14781
2226	5602	4620	-2541	-4516	-3669	-14781
2231	5633	3097	-1159	-4516	-3669	-14781
2236	5143	1382	-355	-4269	202	-17084
2241	4837	180	103	-4269	202	-17084
2246	4456	-261	113	-4269	202	-17084
2251	4238	82	-83	-4269	202	-17084
2256	3497	-123	-150	-4269	202	-17084
2261	3500	-106	-156	-4269	202	-17084
2266	3485	-99	-169	-3430	4377	-16510
2271	3472	-83	-166	-3430	4377	-16510
2276	3475	-75	-185	-3430	4377	-16510
2281	3473	-75	-166	-3430	4377	-16510
2286	3477	-70	-157	-3430	4377	-16510
2291	3477	-63	-166	-3430	4377	-16510
2296	3473	-53	-159	-1474	6896	-15470
2301	3473	-60	-167	-1474	6896	-15470
2306	3478	-51	-165	-1474	6896	-15470
2311	3489	-39	-161	-1474	6896	-15470
2316	3481	-49	-166	-1474	6896	-15470
2321	3473	-48	-173	-1474	6896	-15470
2326	3478	-31	-157	-1474	6896	-15470
2331	3483	-43	-159	698	7352	-15279
2336	3489	-41	-152	698	7352	-15279
2341	3489	-41	-163	698	7352	-15279
2346	3490	-32	-161	698	7352	-15279
2351	3487	-40	-148	698	7352	-15279
2356	3497	-43	-150	698	7352	-15279
2361	3500	-41	-148	2778	5671	-15894
2366	3492	-47	-145	2778	5671	-15894
2371	3483	-38	-125	2778	5671	-15894
2376	3489	-44	-145	2778	5671	-15894
2381	3491	-56	-135	2778	5671	-15894
2386	3493	-56	-131	2778	5671	-15894
2391	3489	-59	-133	4072	2091	-16615
2396	3486	-63	-136	4072	2091	-16615
2401	3482	-69	-113	4072	2091	-16615
2406	3480	-72	-110	4072	2091	-16615
2411	3463	-77	-131	4072	2091	-16615
2416	3456	-85	-103	4072	2091	-16615
2421	3448	-87	-101	4694	863	2393
2426	-10947	-7328	1271	4694	863	2393
2431	60	1308	-422	4694	863	2393
2436	-596	3796	384	4694	863	2393
2441	-1179	5334	371	4694	863	2393
2446	-581	5930	9	4694	863	2393
2451	56	5009	-782	-4557	-946	289
2456	1288	3840	-1576	-4557	-946	289
2461	813	3010	-3773	-4557	-946	289
2466	-1474	2872	-4353	-4557	-946	289
2471	-2357	293	-2081	-4557	-946	289
2476	745	-1323	150	-4557	-946	289
2481	-1910	-922	536	-4557	-946	289
2486	-2183	-1226	879	374	2228	4077
2491	-1882	-1484	2057	374	2228	4077
2496	-1682	-1160	2563	374	2228	4077
2501	-1140	-704	2567	374	2228	4077
2506	-447	171	2077	374	2228	4077
2511	-58	1105	994	374	2228	4077
2516	47	1468	-37	-3668	1933	1480
2521	-56	1645	-852	-3668	1933	1480
2526	-43	1723	-1113	-3668	1933	1480
2531	-84	1315	-1033	-3668	1933	1480
2536	24	451	-761	-3668	1933	1480
2541	335	-86	-768	-3668	1933	1480
2546	715	-497	-643	-1470	-518	6105
2551	503	-755	-623	-1470	-518	6105
2556	385	-817	-494	-1470	-518	6105
2561	335	-829	-342	-1470	-518	6105
2566	784	-936	-180	-1470	-518	6105
2571	1506	-1053	65	-1470	-518	6105
2576	1933	-787	214	432	721	8724
2581	1970	-99	363	432	721	8724
2586	2180	441	229	432	721	8724
2591	2859	771	-61	432	721	8724
2596	3518	1168	-274	432	721	8724
2601	4696	4113	93	432	721	8724
2606	4915	6167	459	-288	-272	-793
2611	4522	7836	-37	-288	-272	-793
2616	3482	8594	-653	-288	-272	-793
2621	2971	7866	-1541	-288	-272	-793
2626	3266	7546	-1602	-288	-272	-793
2631	3234	7640	-1082	-288	-272	-793
2636	3203	7598	-612	-288	-272	-793
2641	3014	7269	-569	1883	-1523	-5002
2646	2882	6880	-755	1883	-1523	-5002
2651	2799	6668	-1107	1883	-1523	-5002
2656	2819	6862	-1494	1883	-1523	-5002
2661	2931	7442	-1716	1883	-1523	-5002
2666	3372	8305	-1597	1883	-1523	-5002
2671	3916	8570	-1432	-2006	-3430	-13558
2676	4268	8111	-1409	-2006	-3430	-13558
2681	4405	7550	-1513	-2006	-3430	-13558
2686	4426	7196	-1687	-2006	-3430	-13558
2691	4877	6623	-1628	-2006	-3430	-13558
2696	5646	5882	-1393	-2006	-3430	-13558
2701	6213	4673	-1077	157	-2021	-15672
2706	6072	2959	-592	157	-2021	-15672
2711	4851	1293	-230	157	-2021	-15672
2716	3968	231	40	157	-2021	-15672
2721	3149	-214	-21	157	-2021	-15672
2726	3061	-144	-93	157	-2021	-15672
2731	2992	-110	-115	-395	-1887	-15414
2736	2987	-93	-126	-395	-1887	-15414
2741	2982	-97	-132	-395	-1887	-15414
2746	2974	-85	-123	-395	-1887	-15414
2751	2979	-88	-105	-395	-1887	-15414
2756	2977	-91	-128	-395	-1887	-15414
2761	2973	-89	-138	-859	-1303	-15676
2766	2970	-91	-123	-859	-1303	-15676
2771	2969	-74	-121	-859	-1303	-15676
2776	2959	-85	-135	-859	-1303	-15676
2781	2963	-84	-118	-859	-1303	-15676
2786	2965	-92	-126	-859	-1303	-15676
2791	2947	-90	-123	-859	-1303	-15676
2796	2959	-91	-130	-1003	-373	-15623
2801	2954	-90	-117	-1003	-373	-15623
2806	2943	-90	-123	-1003	-373	-15623
2811	2945	-97	-134	-1003	-373	-15623
2816	2946	-95	-136	-1003	-373	-15623
2821	2940	-85	-140	-1003	-373	-15623
2826	2934	-83	-140	-914	646	-15527
2831	2936	-83	-141	-914	646	-15527
2836	2933	-77	-146	-914	646	-15527
2841	2940	-78	-138	-914	646	-15527
2846	2936	-72	-139	-914	646	-15527
2851	2923	-84	-152	-914	646	-15527
2856	2925	-74	-136	-522	1348	-15524
2861	2934	-75	-136	-522	1348	-15524
2866	2925	-66	-134	-522	1348	-15524
2871	2920	-70	-139	-522	1348	-15524
2876	2915	-74	-136	-522	1348	-15524
2881	2913	-63	-145	-522	1348	-15524
2886	2916	-61	-133	-35	1640	-15298
2891	2914	-65	-130	-35	1640	-15298
2896	2908	-63	-130	-35	1640	-15298
2901	2901	-69	-125	-35	1640	-15298
2906	2907	-63	-135	-35	1640	-15298
2911	2892	-53	-127	-35	1640	-15298
2916	2890	-64	-130	-4840	507	7137
2921	2896	-73	-124	-4840	507	7137
2926	2891	-78	-139	-4840	507	7137
2931	-16194	-6842	-2042	-4840	507	7137
2936	-1388	243	-16	-4840	507	7137
2941	-1847	293	185	-4840	507	7137
2946	-916	-122	193	-4840	507	7137
2951	-1159	37	79	1076	303	2346
2956	-1239	-93	257	1076	303	2346
2961	-3605	168	358	1076	303	2346
2966	-7119	8077	-2015	1076	303	2346
2971	-1652	7939	-3635	1076	303	2346
2976	944	4492	718	1076	303	2346
2981	989	3893	1335	-470	-166	4439
2986	-877	2807	-20	-470	-166	4439
2991	-1264	487	-832	-470	-166	4439
2996	-1509	-858	-358	-470	-166	4439
3001	-1136	-1431	-64	-470	-166	4439
3006	-947	-1247	-90	-470	-166	4439
3011	-765	-354	414	2389	71	2309
3016	-510	736	838	2389	71	2309
3021	27	1631	853	2389	71	2309
3026	113	2394	77	2389	71	2309
3031	26	3032	-878	2389	71	2309
3036	151	2902	-1404	2389	71	2309
3041	258	2440	-1636	1693	-102	1613
3046	342	1479	-1331	1693	-102	1613
3051	345	687	-786	1693	-102	1613
3056	310	223	-383	1693	-102	1613
3061	133	71	-103	1693	-102	1613
3066	96	-83	48	1693	-102	1613
3071	76	-103	180	3908	1962	7177
3076	81	-236	366	3908	1962	7177
3081	211	-393	330	3908	1962	7177
3086	667	-450	403	3908	1962	7177
3091	1360	-396	475	3908	1962	7177
3096	1871	-71	686	3908	1962	7177
3101	2391	449	791	3908	1962	7177
3106	2987	1370	-197	333	4021	1335
3111	3546	2022	-591	333	4021	1335
3116	3435	3137	-856	333	4021	1335
3121	2899	4311	-1722	333	4021	1335
3126	2764	6281	-2959	333	4021	1335
3131	3028	7381	-4108	333	4021	1335
3136	3188	6859	-5229	132	-751	74
3141	1888	4835	-5379	132	-751	74
3146	2049	3313	-4996	132	-751	74
3151	2306	2886	-4454	132	-751	74
3156	2163	2931	-3823	132	-751	74
3161	2090	3585	-3494	132	-751	74
3166	1985	4599	-3662	574	-2450	-6398
3171	1873	5672	-3767	574	-2450	-6398
3176	1962	6606	-3721	574	-2450	-6398
3181	2202	7381	-3548	574	-2450	-6398
3186	2588	7586	-3511	574	-2450	-6398
3191	2986	7608	-4031	574	-2450	-6398
3196	3498	7511	-4877	-800	-9088	-9538
3201	4091	6602	-5742	-800	-9088	-9538
3206	4473	5355	-6222	-800	-9088	-9538
3211	4581	4280	-5906	-800	-9088	-9538
3216	5138	3380	-4602	-800	-9088	-9538
3221	5304	2371	-3151	-800	-9088	-9538
3226	4783	1813	-1734	-6486	-5175	-12052
3231	4628	1011	-566	-6486	-5175	-12052
3236	3768	4	198	-6486	-5175	-12052
3241	4132	57	223	-6486	-5175	-12052
3246	3166	-282	501	-6486	-5175	-12052
3251	2537	-133	511	-6486	-5175	-12052
3256	2063	-110	-114	-6486	-5175	-12052
3261	2050	-101	-133	-7058	85	-13085
3266	2051	-103	-141	-7058	85	-13085
3271	2036	-93	-141	-7058	85	-13085
3276	2030	-87	-138	-7058	85	-13085
3281	2027	-73	-161	-7058	85	-13085
3286	2008	-65	-170	-7058	85	-13085
3291	2016	-57	-170	-6276	5438	-11957
3296	2008	-50	-162	-6276	5438	-11957
3301	2001	-40	-154	-6276	5438	-11957
3306	1993	-38	-164	-6276	5438	-11957
3311	1997	-29	-167	-6276	5438	-11957
3316	1998	-19	-151	-6276	5438	-11957
3321	1998	-5	-157	-4689	9166	-9250
3326	2001	-6	-187	-4689	9166	-9250
3331	1999	11	-164	-4689	9166	-9250
3336	1993	16	-162	-4689	9166	-9250
3341	2003	14	-162	-4689	9166	-9250
3346	2007	19	-172	-4689	9166	-9250
3351	2014	18	-157	-3085	11137	-7029
3356	2018	24	-162	-3085	11137	-7029
3361	2013	28	-148	-3085	11137	-7029
3366	2029	27	-153	-3085	11137	-7029
3371	2024	30	-145	-3085	11137	-7029
3376	2031	29	-141	-3085	11137	-7029
3381	2036	38	-141	-1730	12037	-5103
3386	2041	33	-126	-1730	12037	-5103
3391	2036	33	-125	-1730	12037	-5103
3396	2056	33	-139	-1730	12037	-5103
3401	2044	31	-121	-1730	12037	-5103
3406	2042	29	-116	-1730	12037	-5103
3411	2046	35	-101	-1730	12037	-5103
3416	2047	28	-93	12043	12758	-5538
3421	2046	27	-94	12043	12758	-5538
3426	2042	30	-93	12043	12758	-5538
3431	2053	36	-91	12043	12758	-5538
3436	2037	32	-77	12043	12758	-5538
3441	3873	2898	9716	12043	12758	-5538
3446	406	9054	14335	-5035	185	1219
3451	2181	-1993	4262	-5035	185	1219
3456	945	-1781	1493	-5035	185	1219
3461	122	-463	-116	-5035	185	1219
3466	534	-836	629	-5035	185	1219
3471	-94	-427	-458	-5035	185	1219
3476	-164	-674	-273	-2378	-1721	-1189
3481	-910	85	715	-2378	-1721	-1189
3486	-613	110	929	-2378	-1721	-1189
3491	-222	52	1036	-2378	-1721	-1189
3496	-195	-291	1240	-2378	-1721	-1189
3501	-258	-840	1060	-2378	-1721	-1189
3506	-91	-1172	526	-5358	-889	174
3511	71	-1108	29	-5358	-889	174
3516	148	-1149	100	-5358	-889	174
3521	209	-1435	844	-5358	-889	174
3526	271	-1747	1700	-5358	-889	174
3531	444	-1738	2197	-5358	-889	174
3536	727	-1376	2411	-2568	-988	-3528
3541	520	-800	2092	-2568	-988	-3528
3546	663	-98	1453	-2568	-988	-3528
3551	769	345	758	-2568	-988	-3528
3556	841	540	198	-2568	-988	-3528
3561	936	496	-292	-2568	-988	-3528
3566	1143	90	-484	-2568	-988	-3528
3571	1295	-411	-333	-5390	-979	-4864
3576	1469	-681	213	-5390	-979	-4864
3581	1785	-1037	1005	-5390	-979	-4864
3586	1760	-1466	1351	-5390	-979	-4864
3591	1401	-3107	2395	-5390	-979	-4864
3596	1535	-3675	1554	-5390	-979	-4864
3601	1753	-4272	1454	-309	-106	-395
3606	2071	-4059	1261	-309	-106	-395
3611	2605	-4396	936	-309	-106	-395
3616	3008	-4662	552	-309	-106	-395
3621	1755	-4880	731	-309	-106	-395
3626	1456	-5075	1094	-309	-106	-395
3631	1285	-5129	1396	-1483	-89	3573
3636	1258	-5372	1454	-1483	-89	3573
3641	1264	-5767	1184	-1483	-89	3573
3646	1351	-6056	919	-1483	-89	3573
3651	1512	-6281	794	-1483	-89	3573
3656	1796	-6716	880	-1483	-89	3573
3661	2073	-7400	1268	1753	-122	8680
3666	2214	-8130	1697	1753	-122	8680
3671	2407	-8583	1643	1753	-122	8680
3676	2848	-8792	1267	1753	-122	8680
3681	3260	-7722	747	1753	-122	8680
3686	3516	-6601	391	1753	-122	8680
3691	3595	-5880	704	-4650	2358	14425
3696	3654	-5411	1328	-4650	2358	14425
3701	3859	-4675	2071	-4650	2358	14425
3706	3834	-4002	2362	-4650	2358	14425
3711	3987	-2902	2016	-4650	2358	14425
