time	accelerometer_x	accelerometer_y	accelerometer_z	gyroscope_x	gyroscope_y	gyroscope_z
13006	-34	41	1923	-66	28	-85
13011	-34	38	1903	-66	28	-85
13016	-31	30	1925	-66	28	-85
13021	-30	36	1918	-66	28	-85
13026	-31	27	1909	-15	-22	189
13031	-26	38	1934	-15	-22	189
13036	-43	20	1909	-15	-22	189
13041	-29	29	1924	-15	-22	189
13046	-34	36	1915	-15	-22	189
13051	-25	32	1924	-15	-22	189
13056	-38	22	1879	-35	14	12
13061	-18	33	1931	-35	14	12
13066	-25	32	1926	-35	14	12
13071	-29	26	1920	-35	14	12
13076	-38	30	1915	-35	14	12
13081	-28	28	1906	-35	14	12
13086	-27	37	1915	-16	-6	-11
13091	-29	25	1926	-16	-6	-11
13096	-31	26	1923	-16	-6	-11
13101	-27	42	1914	-16	-6	-11
13106	-30	46	1915	-16	-6	-11
13111	-25	25	1911	-16	-6	-11
13116	-37	23	1910	-20	4	30
13121	-27	26	1921	-20	4	30
13126	-28	19	1924	-20	4	30
13131	-23	28	1911	-20	4	30
13136	-37	27	1907	-20	4	30
13141	-23	30	1924	-20	4	30
13146	-23	31	1919	-24	15	-24
13151	-18	32	1936	-24	15	-24
13156	-34	24	1921	-24	15	-24
13161	-35	24	1919	-24	15	-24
13166	-25	26	1910	-24	15	-24
13171	-26	20	1918	-24	15	-24
13176	-28	17	1900	-24	15	-24
13181	-36	29	1930	-23	21	37
13186	-30	40	1940	-23	21	37
13191	-25	37	1921	-23	21	37
13196	-24	15	1919	-23	21	37
13201	-24	17	1926	-23	21	37
13206	-23	19	1906	-23	21	37
13211	-31	12	1923	-72	25	-87
13216	-31	28	1925	-72	25	-87
13221	-35	24	1905	-72	25	-87
13226	-33	37	1920	-72	25	-87
13231	-29	27	1913	-72	25	-87
13236	-23	23	1917	-72	25	-87
13241	-27	22	1908	-35	61	102
13246	-29	28	1917	-35	61	102
13251	-27	29	1925	-35	61	102
13256	-27	33	1928	-35	61	102
13261	-24	24	1919	-35	61	102
13266	-36	20	1925	-35	61	102
13271	-26	14	1931	-29	-22	-80
13276	-24	39	1922	-29	-22	-80
13281	-34	31	1921	-29	-22	-80
13286	-24	34	1906	-29	-22	-80
13291	-32	24	1909	-29	-22	-80
13296	-33	30	1905	-29	-22	-80
13301	-36	32	1916	-80	36	-16
13306	-35	22	1918	-80	36	-16
13311	-30	31	1914	-80	36	-16
13316	-28	33	1915	-80	36	-16
13321	-28	32	1914	-80	36	-16
13326	-29	31	1908	-80	36	-16
13331	-39	25	1935	-80	36	-16
13336	-29	24	1912	-59	46	-54
13341	-31	23	1917	-59	46	-54
13346	-30	31	1899	-59	46	-54
13351	-32	37	1922	-59	46	-54
13356	-32	18	1916	-59	46	-54
13361	-22	25	1915	-59	46	-54
13366	-35	32	1914	-23	29	-5
13371	-31	29	1917	-23	29	-5
13376	-30	24	1921	-23	29	-5
13381	-28	28	1920	-23	29	-5
13386	-31	16	1913	-23	29	-5
13391	-30	31	1920	-23	29	-5
13396	-30	30	1914	-1	9	-4
13401	-32	25	1911	-1	9	-4
13406	-35	33	1926	-1	9	-4
13411	-29	19	1919	-1	9	-4
13416	-31	28	1916	-1	9	-4
13421	-26	21	1920	-1	9	-4
13426	-22	33	1922	-38	29	-13
13431	-29	25	1925	-38	29	-13
13436	-30	15	1927	-38	29	-13
13441	-26	28	1919	-38	29	-13
13446	-34	27	1928	-38	29	-13
13451	-34	35	1931	-38	29	-13
13456	-31	28	1918	-36	5	-7
13461	-34	34	1913	-36	5	-7
13466	-26	23	1905	-36	5	-7
13471	-32	30	1922	-36	5	-7
13476	-35	22	1920	-36	5	-7
13481	-28	26	1926	-36	5	-7
13486	-26	23	1927	-36	5	-7
13491	-26	33	1931	-64	-12	-57
13496	-35	34	1897	-64	-12	-57
13501	-29	34	1919	-64	-12	-57
13506	-41	31	1923	-64	-12	-57
13511	-22	27	1905	-64	-12	-57
13516	-35	12	1918	-64	-12	-57
13521	-28	28	1920	-61	-9	21
13526	-26	19	1922	-61	-9	21
13531	-44	26	1928	-61	-9	21
13536	-36	33	1926	-61	-9	21
13541	-33	29	1914	-61	-9	21
13546	-26	32	1902	-61	-9	21
13551	-30	24	1936	-37	66	-98
13556	-25	23	1909	-37	66	-98
13561	-29	30	1921	-37	66	-98
13566	-29	25	1932	-37	66	-98
13571	-34	28	1916	-37	66	-98
13576	-32	26	1915	-37	66	-98
13581	-30	30	1918	-86	-12	106
13586	-29	32	1916	-86	-12	106
13591	-29	23	1926	-86	-12	106
13596	-36	34	1903	-86	-12	106
13601	-22	35	1911	-86	-12	106
13606	-27	26	1902	-86	-12	106
13611	-40	29	1921	-53	18	59
13616	-34	23	1912	-53	18	59
13621	-33	29	1910	-53	18	59
13626	-29	49	1924	-53	18	59
13631	-33	34	1908	-53	18	59
13636	-30	18	1927	-53	18	59
13641	-27	17	1910	-53	18	59
13646	-26	15	1912	-69	2	112
13651	-32	24	1896	-69	2	112
13656	-24	29	1919	-69	2	112
13661	-26	33	1912	-69	2	112
13666	-24	24	1915	-69	2	112
13671	-20	33	1933	-69	2	112
13676	-31	27	1921	-59	25	-49
13681	-26	18	1908	-59	25	-49
13686	-22	28	1912	-59	25	-49
13691	-38	19	1933	-59	25	-49
13696	-27	22	1919	-59	25	-49
13701	-36	15	1906	-59	25	-49
13706	-39	21	1912	-27	-31	27
13711	-37	19	1928	-27	-31	27
13716	-32	8	1912	-27	-31	27
13721	-27	-27	1984	-27	-31	27
13726	-36	15	1864	-27	-31	27
13731	-27	14	1952	-27	-31	27
13736	-32	17	1914	-20	14	-30
13741	-33	23	1933	-20	14	-30
13746	-28	26	1917	-20	14	-30
13751	-27	53	1907	-20	14	-30
13756	-22	15	1926	-20	14	-30
13761	-36	29	1895	-20	14	-30
13766	-26	39	1918	-92	-25	-7
13771	-27	20	1921	-92	-25	-7
13776	-28	24	1915	-92	-25	-7
13781	-31	12	1897	-92	-25	-7
13786	-26	25	1927	-92	-25	-7
13791	-35	30	1917	-92	-25	-7
